,Date of Purchase,Purchaser Name,Denomination
0,12-Apr-19,A B C INDIA LIMITED,100000
1,12-Apr-19,A B C INDIA LIMITED,100000
2,12-Apr-19,A B C INDIA LIMITED,1000000
3,12-Apr-19,A B C INDIA LIMITED,1000000
4,12-Apr-19,A B C INDIA LIMITED,100000
5,12-Apr-19,A B C INDIA LIMITED,100000
6,12-Apr-19,A B C INDIA LIMITED,100000
7,12-Apr-19,A B C INDIA LIMITED,1000000
8,12-Apr-19,A B C INDIA LIMITED,100000
9,12-Apr-19,A B C INDIA LIMITED,100000
10,12-Apr-19,A B C INDIA LIMITED,100000
11,12-Apr-19,A B C INDIA LIMITED,100000
12,12-Apr-19,A B C INDIA LIMITED,100000
13,12-Apr-19,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,100000
14,12-Apr-19,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,1000000
15,12-Apr-19,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,100000
16,12-Apr-19,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,100000
17,12-Apr-19,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,100000
18,12-Apr-19,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,100000
19,12-Apr-19,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,1000000
20,12-Apr-19,ARIHANT ENTERPRISES,1000000
21,12-Apr-19,ARIHANT ENTERPRISES,1000000
22,12-Apr-19,ARIHANT ENTERPRISES,1000000
23,12-Apr-19,ARIHANT ENTERPRISES,1000000
24,12-Apr-19,CHOUDHARY GARMENTS,1000000
25,12-Apr-19,CHOUDHARY GARMENTS,1000000
26,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
27,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
28,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
29,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
30,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
31,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
32,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
33,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
34,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
35,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
36,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
37,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
38,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
39,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
40,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
41,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
42,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
43,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
44,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
45,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
46,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
47,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
48,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
49,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
50,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
51,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
52,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
53,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
54,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
55,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
56,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
57,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
58,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
59,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
60,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
61,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
62,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
63,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
64,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
65,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
66,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
67,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
68,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
69,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
70,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
71,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
72,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
73,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
74,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
75,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
76,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
77,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
78,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
79,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
80,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
81,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
82,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
83,12-Apr-19,ESSEL MINING AND INDS LTD,10000000
84,12-Apr-19,ESSEL MINING AND INDS LTD,1000000
85,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
86,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
87,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
88,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
89,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
90,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
91,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
92,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
93,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
94,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
95,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
96,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
97,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
98,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
99,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
100,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
101,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
102,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
103,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
104,12-Apr-19,GRASIM INDUSTRIES LTD,10000000
105,12-Apr-19,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,1000000
106,12-Apr-19,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,1000000
107,12-Apr-19,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,1000000
108,12-Apr-19,INNOCENT MERCHANDISE PVT LTD,1000000
109,12-Apr-19,INNOCENT MERCHANDISE PVT LTD,100000
110,12-Apr-19,INNOCENT MERCHANDISE PVT LTD,100000
111,12-Apr-19,INNOCENT MERCHANDISE PVT LTD,100000
112,12-Apr-19,INNOCENT MERCHANDISE PVT LTD,100000
113,12-Apr-19,INNOCENT MERCHANDISE PVT LTD,1000000
114,12-Apr-19,INNOCENT MERCHANDISE PVT LTD,100000
115,12-Apr-19,KAMLANG SAW & VENEER MILLS PVT LTD,1000000
116,12-Apr-19,KAMLANG SAW & VENEER MILLS PVT LTD,1000000
117,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
118,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
119,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
120,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
121,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
122,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
123,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
124,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
125,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
126,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
127,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
128,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
129,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
130,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
131,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
132,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
133,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
134,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
135,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
136,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
137,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
138,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
139,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
140,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
141,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
142,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
143,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
144,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
145,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
146,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
147,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
148,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
149,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
150,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
151,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
152,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
153,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
154,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
155,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
156,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
157,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
158,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
159,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
160,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
161,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
162,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
163,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
164,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
165,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
166,12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
167,12-Apr-19,MERLIN RECREATION PVT LTD,100000
168,12-Apr-19,MERLIN RECREATION PVT LTD,1000000
169,12-Apr-19,MERLIN RECREATION PVT LTD,100000
170,12-Apr-19,MERLIN RECREATION PVT LTD,100000
171,12-Apr-19,MERLIN RECREATION PVT LTD,1000000
172,12-Apr-19,MERLIN RECREATION PVT LTD,100000
173,12-Apr-19,MERLIN RECREATION PVT LTD,100000
174,12-Apr-19,MSPL LTD,10000000
175,12-Apr-19,MYRIAD DEVELOPERS,100000
176,12-Apr-19,MYRIAD DEVELOPERS,100000
177,12-Apr-19,MYRIAD DEVELOPERS,100000
178,12-Apr-19,MYRIAD DEVELOPERS,100000
179,12-Apr-19,MYRIAD DEVELOPERS,1000000
180,12-Apr-19,MYRIAD DEVELOPERS,100000
181,12-Apr-19,OMKAR VENTURES PVT LTD,10000000
182,12-Apr-19,OMKAR VENTURES PVT LTD,10000000
183,12-Apr-19,OMKAR VENTURES PVT LTD,10000000
184,12-Apr-19,OMKAR VENTURES PVT LTD,10000000
185,12-Apr-19,PATEL HIGHWAY MANAGEMENT PVT LTD,10000000
186,12-Apr-19,PHL FINIVEST PVT LTD,10000000
187,12-Apr-19,PHL FINIVEST PVT LTD,10000000
188,12-Apr-19,PHL FINIVEST PVT LTD,10000000
189,12-Apr-19,PHL FINIVEST PVT LTD,10000000
190,12-Apr-19,PHL FINIVEST PVT LTD,10000000
191,12-Apr-19,PHL FINIVEST PVT LTD,10000000
192,12-Apr-19,PHL FINIVEST PVT LTD,10000000
193,12-Apr-19,PHL FINIVEST PVT LTD,10000000
194,12-Apr-19,PHL FINIVEST PVT LTD,10000000
195,12-Apr-19,PHL FINIVEST PVT LTD,10000000
196,12-Apr-19,PHL FINIVEST PVT LTD,10000000
197,12-Apr-19,PHL FINIVEST PVT LTD,10000000
198,12-Apr-19,PHL FINIVEST PVT LTD,10000000
199,12-Apr-19,PHL FINIVEST PVT LTD,10000000
200,12-Apr-19,PHL FINIVEST PVT LTD,10000000
201,12-Apr-19,PHL FINIVEST PVT LTD,10000000
202,12-Apr-19,PHL FINIVEST PVT LTD,10000000
203,12-Apr-19,PHL FINIVEST PVT LTD,10000000
204,12-Apr-19,PHL FINIVEST PVT LTD,10000000
205,12-Apr-19,PHL FINIVEST PVT LTD,10000000
206,12-Apr-19,PHL FINIVEST PVT LTD,10000000
207,12-Apr-19,PHL FINIVEST PVT LTD,10000000
208,12-Apr-19,PHL FINIVEST PVT LTD,10000000
209,12-Apr-19,PHL FINIVEST PVT LTD,10000000
210,12-Apr-19,PHL FINIVEST PVT LTD,10000000
211,12-Apr-19,PHL FINIVEST PVT LTD,10000000
212,12-Apr-19,PHL FINIVEST PVT LTD,10000000
213,12-Apr-19,PHL FINIVEST PVT LTD,10000000
214,12-Apr-19,PHL FINIVEST PVT LTD,10000000
215,12-Apr-19,PHL FINIVEST PVT LTD,10000000
216,12-Apr-19,PHL FINIVEST PVT LTD,10000000
217,12-Apr-19,PHL FINIVEST PVT LTD,10000000
218,12-Apr-19,PHL FINIVEST PVT LTD,10000000
219,12-Apr-19,PHL FINIVEST PVT LTD,10000000
220,12-Apr-19,PHL FINIVEST PVT LTD,10000000
221,12-Apr-19,PHL FINIVEST PVT LTD,10000000
222,12-Apr-19,PHL FINIVEST PVT LTD,10000000
223,12-Apr-19,PHL FINIVEST PVT LTD,10000000
224,12-Apr-19,PHL FINIVEST PVT LTD,10000000
225,12-Apr-19,PHL FINIVEST PVT LTD,10000000
226,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
227,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
228,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
229,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
230,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
231,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
232,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
233,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
234,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
235,12-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000
236,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
237,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
238,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
239,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
240,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
241,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
242,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
243,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
244,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
245,12-Apr-19,PIRAMAL ENTERPRISES LTD,10000000
246,12-Apr-19,PONUGOTI HEMENDAR RAO,100000
247,12-Apr-19,PONUGOTI HEMENDAR RAO,100000
248,12-Apr-19,PONUGOTI HEMENDAR RAO,100000
249,12-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,10000000
250,12-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,10000000
251,12-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,10000000
252,12-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,10000000
253,12-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,10000000
254,12-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,10000000
255,12-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,10000000
256,12-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,10000000
257,12-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,10000000
258,12-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,10000000
259,12-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,1000000
260,12-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,1000000
261,12-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,1000000
262,12-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,1000000
263,12-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,1000000
264,12-Apr-19,SKYWORLD DEVELOPERS LLP,100000
265,12-Apr-19,SKYWORLD DEVELOPERS LLP,100000
266,12-Apr-19,SKYWORLD DEVELOPERS LLP,100000
267,12-Apr-19,SKYWORLD DEVELOPERS LLP,100000
268,12-Apr-19,SKYWORLD DEVELOPERS LLP,1000000
269,12-Apr-19,SKYWORLD DEVELOPERS LLP,100000
270,12-Apr-19,TEXPORT CREATION,1000000
271,12-Apr-19,TEXPORT CREATION,1000000
272,12-Apr-19,TEXPORT CREATION,1000000
273,12-Apr-19,TEXPORT CREATION,1000000
274,12-Apr-19,TEXPORT CREATION,1000000
275,12-Apr-19,TEXPORT CREATION,1000000
276,12-Apr-19,TEXPORT CREATION,1000000
277,12-Apr-19,TEXPORT CREATION,1000000
278,12-Apr-19,TEXPORT CREATION,1000000
279,15-Apr-19,ALOK NARAYAN PANDEY,10000000
280,15-Apr-19,ALOK NARAYAN PANDEY,1000000
281,15-Apr-19,ALOK NARAYAN PANDEY,1000000
282,15-Apr-19,ALOK NARAYAN PANDEY,1000000
283,15-Apr-19,ALOK NARAYAN PANDEY,10000000
284,15-Apr-19,ALOK NARAYAN PANDEY,1000000
285,15-Apr-19,ALOK NARAYAN PANDEY,10000000
286,15-Apr-19,BELLWEY INTERNATIONAL CO,1000000
287,15-Apr-19,BELLWEY INTERNATIONAL CO,1000000
288,15-Apr-19,BELLWEY INTERNATIONAL CO,1000000
289,15-Apr-19,BELLWEY INTERNATIONAL CO,1000000
290,15-Apr-19,BELLWEY INTERNATIONAL CO,1000000
291,15-Apr-19,CHHATTISGARH DISTILLERIES LIMITED,10000000
292,15-Apr-19,DEMPO INDUSTRIES PVT LTD,100000
293,15-Apr-19,DEMPO INDUSTRIES PVT LTD,100000
294,15-Apr-19,DEMPO INDUSTRIES PVT LTD,100000
295,15-Apr-19,DEMPO INDUSTRIES PVT LTD,100000
296,15-Apr-19,DEMPO INDUSTRIES PVT LTD,100000
297,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
298,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
299,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
300,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
301,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
302,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
303,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
304,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
305,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
306,15-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,10000000
307,15-Apr-19,KOTESWAR RAO GULLAPALLY,100000
308,15-Apr-19,KOTESWAR RAO GULLAPALLY,100000
309,15-Apr-19,KOTESWAR RAO GULLAPALLY,100000
310,15-Apr-19,KOTESWAR RAO GULLAPALLY,100000
311,15-Apr-19,KOTESWAR RAO GULLAPALLY,100000
312,15-Apr-19,MANDADI RAMULU,100000
313,15-Apr-19,MANDADI RAMULU,100000
314,15-Apr-19,MANDADI RAMULU,100000
315,15-Apr-19,MANDADI RAMULU,100000
316,15-Apr-19,MOHINDER KUMAR JAIN,1000000
317,15-Apr-19,MOHINDER KUMAR JAIN,100000
318,15-Apr-19,MOHINDER KUMAR JAIN,100000
319,15-Apr-19,MOHINDER KUMAR JAIN,100000
320,15-Apr-19,MOHINDER KUMAR JAIN,100000
321,15-Apr-19,MOHINDER KUMAR JAIN,100000
322,15-Apr-19,MOHINDER KUMAR JAIN,1000000
323,15-Apr-19,MR RAJ DEEPAK VARSHNEY,100000
324,15-Apr-19,MR RAJ DEEPAK VARSHNEY,100000
325,15-Apr-19,MR RAJ DEEPAK VARSHNEY,100000
326,15-Apr-19,MR RAJ DEEPAK VARSHNEY,100000
327,15-Apr-19,MR RAJ DEEPAK VARSHNEY,100000
328,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
329,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
330,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
331,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
332,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
333,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
334,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
335,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
336,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
337,15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000
338,15-Apr-19,OCEAN SPARKLE LTD,1000000
339,15-Apr-19,PAPPI REDDY KISHORE KUMAR REDDY,100000
340,15-Apr-19,PAPPI REDDY KISHORE KUMAR REDDY,100000
341,15-Apr-19,PAPPI REDDY KISHORE KUMAR REDDY,100000
342,15-Apr-19,PAPPI REDDY KISHORE KUMAR REDDY,100000
343,15-Apr-19,PAPPI REDDY KISHORE KUMAR REDDY,100000
344,15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,100000
345,15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,100000
346,15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,100000
347,15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,100000
348,15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,100000
349,15-Apr-19,PREMCHAND GODHA,100000
350,15-Apr-19,PREMCHAND GODHA,100000
351,15-Apr-19,PREMCHAND GODHA,100000
352,15-Apr-19,PREMCHAND GODHA,100000
353,15-Apr-19,PREMCHAND GODHA,100000
354,15-Apr-19,PREMCHAND GODHA,100000
355,15-Apr-19,PREMCHAND GODHA,100000
356,15-Apr-19,PREMCHAND GODHA,100000
357,15-Apr-19,PREMCHAND GODHA,100000
358,15-Apr-19,PREMCHAND GODHA,100000
359,15-Apr-19,PREMCHAND GODHA,100000
360,15-Apr-19,PREMCHAND GODHA,100000
361,15-Apr-19,PREMCHAND GODHA,100000
362,15-Apr-19,PREMCHAND GODHA,100000
363,15-Apr-19,PREMCHAND GODHA,100000
364,15-Apr-19,PREMCHAND GODHA,100000
365,15-Apr-19,PREMCHAND GODHA,100000
366,15-Apr-19,PREMCHAND GODHA,100000
367,15-Apr-19,PREMCHAND GODHA,100000
368,15-Apr-19,PREMCHAND GODHA,100000
369,15-Apr-19,PREMCHAND GODHA,100000
370,15-Apr-19,PREMCHAND GODHA,100000
371,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
372,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
373,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
374,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
375,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
376,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
377,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
378,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
379,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
380,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
381,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
382,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
383,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
384,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
385,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
386,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
387,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
388,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
389,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
390,15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,10000000
391,15-Apr-19,RAVINDER AGARWAL,100000
392,15-Apr-19,RAVINDER AGARWAL,100000
393,15-Apr-19,RAVINDER AGARWAL,100000
394,15-Apr-19,RAVINDER AGARWAL,100000
395,15-Apr-19,RAVINDER AGARWAL,100000
396,15-Apr-19,RAVINDER AGARWAL,100000
397,15-Apr-19,RAVINDER AGARWAL,100000
398,15-Apr-19,RAVINDER AGARWAL,100000
399,15-Apr-19,SANGIREDDY THIRUPATHI REDDY,100000
400,15-Apr-19,SANGIREDDY THIRUPATHI REDDY,100000
401,15-Apr-19,SANGIREDDY THIRUPATHI REDDY,100000
402,15-Apr-19,SANGIREDDY THIRUPATHI REDDY,100000
403,15-Apr-19,SANGIREDDY THIRUPATHI REDDY,100000
404,15-Apr-19,SHAHAB RIZVI,1000000
405,15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000
406,15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000
407,15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000
408,15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000
409,15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,10000000
410,15-Apr-19,SRI KRISHNA INFRAASTRUCTURES,10000000
411,15-Apr-19,SRI KRISHNA INFRAASTRUCTURES,10000000
