,Date of Purchase,Purchaser Name,Denomination
10043,10-Oct-22,AVON CYCLES LTD,1000000
10044,10-Oct-22,AVON CYCLES LTD,1000000
10045,10-Oct-22,AVON CYCLES LTD,1000000
10046,10-Oct-22,AVON CYCLES LTD,1000000
10047,10-Oct-22,AVON CYCLES LTD,1000000
10048,10-Oct-22,AVON CYCLES LTD,1000000
10049,10-Oct-22,AVON CYCLES LTD,1000000
10050,10-Oct-22,AVON CYCLES LTD,1000000
10051,10-Oct-22,AVON CYCLES LTD,1000000
10052,10-Oct-22,AVON CYCLES LTD,1000000
10053,10-Oct-22,BESSEGGENINFOTECHLLP,10000000
10054,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10055,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10056,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10057,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10058,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10059,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10060,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10061,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10062,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10063,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10064,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10065,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10066,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10067,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10068,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10069,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10070,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10071,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10072,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10073,10-Oct-22,BHARTI AIRTEL LIMITED,10000000
10074,10-Oct-22,FORTUNE METALIKS LIMITED,1000000
10075,10-Oct-22,FORTUNE METALIKS LIMITED,1000000
10076,10-Oct-22,FORTUNE METALIKS LIMITED,1000000
10077,10-Oct-22,FORTUNE METALIKS LIMITED,1000000
10078,10-Oct-22,FORTUNE METALIKS LIMITED,1000000
10079,10-Oct-22,GANDHAR COALS AND MINES PVT LTD,10000000
10080,10-Oct-22,GANDHAR COALS AND MINES PVT LTD,10000000
10081,10-Oct-22,GANDHAR COALS AND MINES PVT LTD,10000000
10082,10-Oct-22,GANDHI BROTHERS,1000000
10083,10-Oct-22,GANDHI BROTHERS,1000000
10084,10-Oct-22,GENUS POWER INFRASTRUCTURES LIMITED,1000000
10085,10-Oct-22,GENUS POWER INFRASTRUCTURES LIMITED,1000000
10086,10-Oct-22,GENUS POWER INFRASTRUCTURES LIMITED,1000000
10087,10-Oct-22,GENUS POWER INFRASTRUCTURES LIMITED,1000000
10088,10-Oct-22,GENUS POWER INFRASTRUCTURES LIMITED,1000000
10089,10-Oct-22,GRINIBHRIT SOLAR POWER PVT LTD,10000000
10090,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10091,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10092,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10093,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10094,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10095,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10096,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10097,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10098,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10099,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10100,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10101,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10102,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10103,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10104,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10105,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10106,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10107,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10108,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10109,10-Oct-22,INTAS PHARMACEUTICALS LIMITED,10000000
10110,10-Oct-22,J K CEMENT LTD.,1000000
10111,10-Oct-22,J K CEMENT LTD.,1000000
10112,10-Oct-22,J K CEMENT LTD.,1000000
10113,10-Oct-22,J K CEMENT LTD.,1000000
10114,10-Oct-22,J K CEMENT LTD.,1000000
10115,10-Oct-22,J K CEMENT LTD.,1000000
10116,10-Oct-22,J K CEMENT LTD.,1000000
10117,10-Oct-22,J K CEMENT LTD.,1000000
10118,10-Oct-22,J K CEMENT LTD.,1000000
10119,10-Oct-22,J K CEMENT LTD.,1000000
10120,10-Oct-22,J K CEMENT LTD.,1000000
10121,10-Oct-22,J K CEMENT LTD.,1000000
10122,10-Oct-22,J K CEMENT LTD.,1000000
10123,10-Oct-22,J K CEMENT LTD.,1000000
10124,10-Oct-22,J K CEMENT LTD.,1000000
10125,10-Oct-22,J K CEMENT LTD.,1000000
10126,10-Oct-22,J K CEMENT LTD.,1000000
10127,10-Oct-22,J K CEMENT LTD.,1000000
10128,10-Oct-22,J K CEMENT LTD.,1000000
10129,10-Oct-22,J K CEMENT LTD.,1000000
10130,10-Oct-22,J K CEMENT LTD.,1000000
10131,10-Oct-22,J K CEMENT LTD.,1000000
10132,10-Oct-22,J K CEMENT LTD.,1000000
10133,10-Oct-22,J K CEMENT LTD.,1000000
10134,10-Oct-22,J K CEMENT LTD.,1000000
10135,10-Oct-22,J K CEMENT LTD.,1000000
10136,10-Oct-22,J K CEMENT LTD.,1000000
10137,10-Oct-22,J K CEMENT LTD.,1000000
10138,10-Oct-22,J K CEMENT LTD.,1000000
10139,10-Oct-22,J K CEMENT LTD.,1000000
10140,10-Oct-22,J K CEMENT LTD.,1000000
10141,10-Oct-22,J K CEMENT LTD.,1000000
10142,10-Oct-22,J K CEMENT LTD.,1000000
10143,10-Oct-22,J K CEMENT LTD.,1000000
10144,10-Oct-22,J K CEMENT LTD.,1000000
10145,10-Oct-22,J K CEMENT LTD.,1000000
10146,10-Oct-22,J K CEMENT LTD.,1000000
10147,10-Oct-22,J K CEMENT LTD.,1000000
10148,10-Oct-22,J K CEMENT LTD.,1000000
10149,10-Oct-22,J K CEMENT LTD.,1000000
10150,10-Oct-22,J K CEMENT LTD.,1000000
10151,10-Oct-22,J K CEMENT LTD.,1000000
10152,10-Oct-22,J K CEMENT LTD.,1000000
10153,10-Oct-22,J K CEMENT LTD.,1000000
10154,10-Oct-22,J K CEMENT LTD.,1000000
10155,10-Oct-22,J K CEMENT LTD.,1000000
10156,10-Oct-22,J K CEMENT LTD.,1000000
10157,10-Oct-22,J K CEMENT LTD.,1000000
10158,10-Oct-22,J K CEMENT LTD.,1000000
10159,10-Oct-22,J K CEMENT LTD.,1000000
10160,10-Oct-22,JK LAKSHMI CEMENT LIMITED,10000000
10161,10-Oct-22,JK LAKSHMI CEMENT LIMITED,10000000
10162,10-Oct-22,JK LAKSHMI CEMENT LIMITED,10000000
10163,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10164,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10165,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10166,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10167,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10168,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10169,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10170,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10171,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10172,10-Oct-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
10173,10-Oct-22,MICHIGAN ENGINEERS PVT LTD,10000000
10174,10-Oct-22,MICRO LABS LTD,10000000
10175,10-Oct-22,MICRO LABS LTD,10000000
10176,10-Oct-22,MICRO LABS LTD,10000000
10177,10-Oct-22,MICRO LABS LTD,10000000
10178,10-Oct-22,MICRO LABS LTD,10000000
10179,10-Oct-22,MICRO LABS LTD,10000000
10180,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10181,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10182,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10183,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10184,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10185,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10186,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10187,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10188,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10189,10-Oct-22,NAVAYUGA ENGINEERING CO LTD,10000000
10190,10-Oct-22,NIRMA LIMITED,10000000
10191,10-Oct-22,NIRMA LIMITED,10000000
10192,10-Oct-22,NIRMA LIMITED,10000000
10193,10-Oct-22,NIRMA LIMITED,10000000
10194,10-Oct-22,NIRMA LIMITED,10000000
10195,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10196,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10197,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10198,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10199,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10200,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,1000000
10201,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10202,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10203,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10204,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10205,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10206,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10207,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10208,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10209,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,1000000
10210,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10211,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10212,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10213,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,1000000
10214,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10215,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,1000000
10216,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10217,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,1000000
10218,10-Oct-22,NSL SEZ(HYDERABAD) PRIVATE LIMITED,10000000
10219,10-Oct-22,OM CREDIT PVT LTD,10000000
10220,10-Oct-22,PENNAR RENEWABLES PVT LTD( NEW ERA,10000000
10221,10-Oct-22,PRABHAKARA RAO MANDAVA,1000000
10222,10-Oct-22,PRABHAKARA RAO MANDAVA,1000000
10223,10-Oct-22,PRABHAKARA RAO MANDAVA,1000000
10224,10-Oct-22,PRABHAKARA RAO MANDAVA,1000000
10225,10-Oct-22,PRABHAKARA RAO MANDAVA,1000000
10226,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10227,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10228,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10229,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10230,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10231,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10232,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10233,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10234,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10235,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10236,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10237,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10238,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10239,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10240,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10241,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10242,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10243,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10244,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10245,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10246,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10247,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10248,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10249,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10250,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10251,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10252,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10253,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10254,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10255,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10256,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10257,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10258,10-Oct-22,PRARAMBH SECURITIES PVT LTDPROPRIET,10000000
10259,10-Oct-22,PREMIER PHOTOVOLTAIC MEDAK (P)LTD,10000000
10260,10-Oct-22,RASHMI CEMENT LTD,10000000
10261,10-Oct-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,10000000
10262,10-Oct-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,1000000
10263,10-Oct-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,1000000
10264,10-Oct-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,1000000
10265,10-Oct-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,1000000
10266,10-Oct-22,RIPLEY & CO STEVDORING & HANDLING PVT LT D,1000000
10267,10-Oct-22,SUVARCHAS SOLAR POWER PRIVATE LIMITED,10000000
10268,10-Oct-22,THE RAMCO CEMENTS LIMITED,10000000
10269,10-Oct-22,THE RAMCO CEMENTS LIMITED,10000000
10270,10-Oct-22,THE RAMCO CEMENTS LIMITED,10000000
10271,10-Oct-22,THE RAMCO CEMENTS LIMITED,10000000
10272,10-Oct-22,THE RAMCO CEMENTS LIMITED,10000000
10273,10-Oct-22,TORRENT POWER LIMITED,10000000
10274,10-Oct-22,TORRENT POWER LIMITED,10000000
10275,10-Oct-22,TORRENT POWER LIMITED,10000000
10276,10-Oct-22,TORRENT POWER LIMITED,10000000
10277,10-Oct-22,TORRENT POWER LIMITED,10000000
10278,10-Oct-22,TORRENT POWER LIMITED,10000000
10279,10-Oct-22,TORRENT POWER LIMITED,10000000
10280,10-Oct-22,TORRENT POWER LIMITED,10000000
10281,10-Oct-22,TORRENT POWER LIMITED,10000000
10282,10-Oct-22,TORRENT POWER LIMITED,10000000
10283,10-Oct-22,TORRENT POWER LIMITED,10000000
10284,10-Oct-22,TORRENT POWER LIMITED,10000000
10285,10-Oct-22,TORRENT POWER LIMITED,10000000
10286,10-Oct-22,TORRENT POWER LIMITED,10000000
10287,10-Oct-22,TORRENT POWER LIMITED,10000000
10288,10-Oct-22,TORRENT POWER LIMITED,10000000
10289,10-Oct-22,TORRENT POWER LIMITED,10000000
10290,10-Oct-22,TORRENT POWER LIMITED,10000000
10291,10-Oct-22,TORRENT POWER LIMITED,10000000
10292,10-Oct-22,TORRENT POWER LIMITED,10000000
10293,10-Oct-22,TORRENT POWER LIMITED,10000000
10294,10-Oct-22,TORRENT POWER LIMITED,10000000
10295,10-Oct-22,TORRENT POWER LIMITED,10000000
10296,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10297,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10298,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10299,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10300,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10301,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10302,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10303,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10304,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10305,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10306,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10307,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10308,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10309,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10310,10-Oct-22,TORRENT PHARMACEUTICALS LIMITED,10000000
10311,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10312,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10313,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10314,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10315,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10316,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10317,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10318,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10319,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10320,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10321,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10322,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10323,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10324,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10325,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10326,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10327,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10328,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10329,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10330,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10331,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10332,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10333,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10334,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10335,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10336,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10337,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10338,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10339,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10340,10-Oct-22,TRANSWAYS EXIM PRIVATE LIMITED,1000000
10341,10-Oct-22,VISHVARUPA SOLAR POWER PRIVATE LIMITED,10000000
10342,10-Oct-22,VISHVARUPA SOLAR POWER PRIVATE LIMITED,10000000
10343,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10344,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10345,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10346,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10347,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10348,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10349,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10350,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10351,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10352,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10353,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10354,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10355,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10356,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10357,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10358,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10359,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10360,10-Oct-22,ZYDUS HEALTHCARE LIMITED,10000000
10361,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10362,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10363,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10364,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10365,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10366,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10367,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10368,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10369,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10370,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10371,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10372,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10373,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10374,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10375,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10376,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10377,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10378,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10379,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10380,9-Nov-22,MARUTI SUZUKI INDIA LTD,10000000
10381,10-Nov-22,ARVIND LIMITED,10000000
10382,10-Nov-22,ARVIND LIMITED,10000000
10383,10-Nov-22,ARVIND LIMITED,10000000
10384,10-Nov-22,ARVIND LIMITED,10000000
10385,10-Nov-22,ARVIND LIMITED,10000000
10386,10-Nov-22,ARVIND LIMITED,10000000
10387,10-Nov-22,ARVINDBEAUTYBRANDSRETAILPVTLTD,10000000
10388,10-Nov-22,ARVINDBEAUTYBRANDSRETAILPVTLTD,10000000
10389,10-Nov-22,ARVINDBEAUTYBRANDSRETAILPVTLTD,10000000
10390,10-Nov-22,ARVINDINFRACONLLP,10000000
10391,10-Nov-22,ARVINDINFRACONLLP,10000000
10392,10-Nov-22,ARVINDINFRACONLLP,10000000
10393,10-Nov-22,ARVINDINFRACONLLP,10000000
10394,10-Nov-22,CIPLA LIMITED,10000000
10395,10-Nov-22,CIPLA LIMITED,10000000
10396,10-Nov-22,CIPLA LIMITED,10000000
10397,10-Nov-22,CIPLA LIMITED,10000000
10398,10-Nov-22,CIPLA LIMITED,10000000
10399,10-Nov-22,CIPLA LIMITED,10000000
10400,10-Nov-22,CIPLA LIMITED,1000000
10401,10-Nov-22,CIPLA LIMITED,10000000
10402,10-Nov-22,CIPLA LIMITED,1000000
10403,10-Nov-22,CIPLA LIMITED,10000000
10404,10-Nov-22,CIPLA LIMITED,10000000
10405,10-Nov-22,CIPLA LIMITED,10000000
10406,10-Nov-22,CIPLA LIMITED,10000000
10407,10-Nov-22,CIPLA LIMITED,10000000
10408,10-Nov-22,CIPLA LIMITED,10000000
10409,10-Nov-22,CIPLA LIMITED,10000000
10410,10-Nov-22,CIPLA LIMITED,10000000
10411,10-Nov-22,CIPLA LIMITED,10000000
10412,10-Nov-22,CIPLA LIMITED,10000000
10413,10-Nov-22,CIPLA LIMITED,10000000
10414,10-Nov-22,CIPLA LIMITED,10000000
10415,10-Nov-22,CIPLA LIMITED,10000000
10416,10-Nov-22,CIPLA LIMITED,10000000
10417,10-Nov-22,CIPLA LIMITED,10000000
10418,10-Nov-22,CIPLA LIMITED,10000000
10419,10-Nov-22,CIPLA LIMITED,10000000
10420,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10421,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10422,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10423,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10424,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10425,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10426,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10427,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10428,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10429,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10430,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10431,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10432,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10433,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10434,10-Nov-22,DR.REDDY'S LABORATORIES LTD,10000000
10435,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10436,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10437,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10438,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10439,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10440,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10441,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10442,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10443,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10444,10-Nov-22,IPCA LABORATORIES LIMITED,10000000
10445,10-Nov-22,MAATHA PROJECTS LLP,10000000
10446,10-Nov-22,MAATHA PROJECTS LLP,10000000
10447,10-Nov-22,MAATHA PROJECTS LLP,10000000
10448,10-Nov-22,MAATHA PROJECTS LLP,10000000
10449,10-Nov-22,MAATHA PROJECTS LLP,10000000
10450,10-Nov-22,MAATHA PROJECTS LLP,10000000
10451,10-Nov-22,MAATHA PROJECTS LLP,10000000
10452,10-Nov-22,MAATHA PROJECTS LLP,10000000
10453,10-Nov-22,MAATHA PROJECTS LLP,10000000
