S.No.,"Date of
Encashment",Name of the Political Party,Denomination
12308,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12309,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12310,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12311,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12312,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12313,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12314,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12315,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12316,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12317,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12318,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12319,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12320,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12321,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12322,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12323,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12324,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12325,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12326,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12327,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12328,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12329,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12330,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12331,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12332,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12333,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12334,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12335,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12336,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12337,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12338,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12339,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12340,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12341,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12342,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12343,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12344,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12345,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12346,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12347,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12348,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12349,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12350,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12351,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12352,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12353,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12354,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12355,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12356,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12357,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12358,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12359,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12360,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12361,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12362,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12363,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12364,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12365,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12366,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12367,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12368,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12369,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12370,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12371,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12372,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12373,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12374,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12375,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12376,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12377,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12378,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12379,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12380,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12381,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12382,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12383,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12384,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12385,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12386,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12387,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12388,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12389,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12390,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12391,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12392,16-Nov-22,BHARTIYA JANTA PARTY,10000000
12393,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12394,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12395,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12396,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12397,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12398,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12399,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12400,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12401,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12402,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12403,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12404,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12405,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12406,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12407,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12408,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12409,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12410,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12411,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12412,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12413,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12414,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12415,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12416,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12417,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12418,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12419,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12420,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12421,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12422,18-Nov-22,BHARTIYA JANTA PARTY,100000
12423,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12424,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12425,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12426,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12427,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12428,18-Nov-22,BHARTIYA JANTA PARTY,100000
12429,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12430,18-Nov-22,BHARTIYA JANTA PARTY,100000
12431,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12432,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12433,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12434,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12435,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12436,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12437,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12438,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12439,18-Nov-22,BHARTIYA JANTA PARTY,100000
12440,18-Nov-22,BHARTIYA JANTA PARTY,100000
12441,18-Nov-22,BHARTIYA JANTA PARTY,100000
12442,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12443,18-Nov-22,BHARTIYA JANTA PARTY,100000
12444,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12445,18-Nov-22,BHARTIYA JANTA PARTY,100000
12446,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12447,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12448,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12449,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12450,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12451,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12452,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12453,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12454,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12455,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12456,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12457,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12458,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12459,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12460,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12461,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12462,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12463,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12464,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12465,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12466,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12467,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12468,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12469,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12470,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12471,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12472,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12473,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12474,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12475,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12476,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12477,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12478,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12479,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12480,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12481,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12482,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12483,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12484,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12485,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12486,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12487,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12488,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12489,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12490,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12491,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12492,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12493,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12494,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12495,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12496,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12497,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12498,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12499,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12500,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12501,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12502,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12503,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12504,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12505,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12506,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12507,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12508,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12509,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12510,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12511,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12512,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12513,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12514,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12515,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12516,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12517,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12518,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12519,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12520,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12521,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12522,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12523,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12524,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12525,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12526,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12527,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12528,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12529,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12530,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12531,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12532,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12533,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12534,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12535,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12536,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12537,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12538,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12539,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12540,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12541,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12542,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12543,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12544,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12545,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12546,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12547,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12548,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12549,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12550,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12551,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12552,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12553,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12554,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12555,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12556,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12557,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12558,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12559,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12560,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12561,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12562,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12563,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12564,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12565,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12566,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12567,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12568,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12569,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12570,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12571,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12572,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12573,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12574,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12575,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12576,18-Nov-22,BHARTIYA JANTA PARTY,100000
12577,18-Nov-22,BHARTIYA JANTA PARTY,1000
12578,18-Nov-22,BHARTIYA JANTA PARTY,100000
12579,18-Nov-22,BHARTIYA JANTA PARTY,100000
12580,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12581,18-Nov-22,BHARTIYA JANTA PARTY,1000
12582,18-Nov-22,BHARTIYA JANTA PARTY,10000
12583,18-Nov-22,BHARTIYA JANTA PARTY,100000
12584,18-Nov-22,BHARTIYA JANTA PARTY,100000
12585,18-Nov-22,BHARTIYA JANTA PARTY,100000
12586,18-Nov-22,BHARTIYA JANTA PARTY,100000
12587,18-Nov-22,BHARTIYA JANTA PARTY,10000
12588,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12589,18-Nov-22,BHARTIYA JANTA PARTY,1000
12590,18-Nov-22,BHARTIYA JANTA PARTY,10000
12591,18-Nov-22,BHARTIYA JANTA PARTY,1000
12592,18-Nov-22,BHARTIYA JANTA PARTY,1000
12593,18-Nov-22,BHARTIYA JANTA PARTY,100000
12594,18-Nov-22,BHARTIYA JANTA PARTY,1000
12595,18-Nov-22,BHARTIYA JANTA PARTY,1000
12596,18-Nov-22,BHARTIYA JANTA PARTY,100000
12597,18-Nov-22,BHARTIYA JANTA PARTY,100000
12598,18-Nov-22,BHARTIYA JANTA PARTY,100000
12599,18-Nov-22,BHARTIYA JANTA PARTY,100000
12600,18-Nov-22,BHARTIYA JANTA PARTY,1000
12601,18-Nov-22,BHARTIYA JANTA PARTY,10000
12602,18-Nov-22,BHARTIYA JANTA PARTY,10000
12603,18-Nov-22,BHARTIYA JANTA PARTY,1000
12604,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12605,18-Nov-22,BHARTIYA JANTA PARTY,100000
12606,18-Nov-22,BHARTIYA JANTA PARTY,100000
12607,18-Nov-22,BHARTIYA JANTA PARTY,100000
12608,18-Nov-22,BHARTIYA JANTA PARTY,100000
12609,18-Nov-22,BHARTIYA JANTA PARTY,100000
12610,18-Nov-22,BHARTIYA JANTA PARTY,100000
12611,18-Nov-22,BHARTIYA JANTA PARTY,1000
12612,18-Nov-22,BHARTIYA JANTA PARTY,1000
12613,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12614,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12615,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12616,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12617,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12618,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12619,18-Nov-22,BHARTIYA JANTA PARTY,1000
12620,18-Nov-22,BHARTIYA JANTA PARTY,1000
12621,18-Nov-22,BHARTIYA JANTA PARTY,100000
12622,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12623,18-Nov-22,BHARTIYA JANTA PARTY,1000
12624,18-Nov-22,BHARTIYA JANTA PARTY,100000
12625,18-Nov-22,BHARTIYA JANTA PARTY,100000
12626,18-Nov-22,BHARTIYA JANTA PARTY,100000
12627,18-Nov-22,BHARTIYA JANTA PARTY,1000
12628,18-Nov-22,BHARTIYA JANTA PARTY,1000
12629,18-Nov-22,BHARTIYA JANTA PARTY,10000
12630,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12631,18-Nov-22,BHARTIYA JANTA PARTY,1000
12632,18-Nov-22,BHARTIYA JANTA PARTY,1000
12633,18-Nov-22,BHARTIYA JANTA PARTY,1000
12634,18-Nov-22,BHARTIYA JANTA PARTY,1000
12635,18-Nov-22,BHARTIYA JANTA PARTY,1000
12636,18-Nov-22,BHARTIYA JANTA PARTY,1000
12637,18-Nov-22,BHARTIYA JANTA PARTY,100000
12638,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12639,18-Nov-22,BHARTIYA JANTA PARTY,10000
12640,18-Nov-22,BHARTIYA JANTA PARTY,100000
12641,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12642,18-Nov-22,BHARTIYA JANTA PARTY,100000
12643,18-Nov-22,BHARTIYA JANTA PARTY,1000
12644,18-Nov-22,BHARTIYA JANTA PARTY,100000
12645,18-Nov-22,BHARTIYA JANTA PARTY,100000
12646,18-Nov-22,BHARTIYA JANTA PARTY,100000
12647,18-Nov-22,BHARTIYA JANTA PARTY,100000
12648,18-Nov-22,BHARTIYA JANTA PARTY,10000
12649,18-Nov-22,BHARTIYA JANTA PARTY,10000
12650,18-Nov-22,BHARTIYA JANTA PARTY,1000
12651,18-Nov-22,BHARTIYA JANTA PARTY,10000
12652,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12653,18-Nov-22,BHARTIYA JANTA PARTY,10000
12654,18-Nov-22,BHARTIYA JANTA PARTY,10000
12655,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12656,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12657,18-Nov-22,BHARTIYA JANTA PARTY,100000
12658,18-Nov-22,BHARTIYA JANTA PARTY,100000
12659,18-Nov-22,BHARTIYA JANTA PARTY,100000
12660,18-Nov-22,BHARTIYA JANTA PARTY,10000
12661,18-Nov-22,BHARTIYA JANTA PARTY,10000
12662,18-Nov-22,BHARTIYA JANTA PARTY,100000
12663,18-Nov-22,BHARTIYA JANTA PARTY,100000
12664,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12665,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12666,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12667,18-Nov-22,BHARTIYA JANTA PARTY,100000
12668,18-Nov-22,BHARTIYA JANTA PARTY,100000
12669,18-Nov-22,BHARTIYA JANTA PARTY,10000
12670,18-Nov-22,BHARTIYA JANTA PARTY,100000
12671,18-Nov-22,BHARTIYA JANTA PARTY,100000
12672,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12673,18-Nov-22,BHARTIYA JANTA PARTY,100000
12674,18-Nov-22,BHARTIYA JANTA PARTY,10000
12675,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12676,18-Nov-22,BHARTIYA JANTA PARTY,100000
12677,18-Nov-22,BHARTIYA JANTA PARTY,100000
12678,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12679,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12680,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12681,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12682,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12683,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12684,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12685,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12686,18-Nov-22,BHARTIYA JANTA PARTY,100000
12687,18-Nov-22,BHARTIYA JANTA PARTY,100000
12688,18-Nov-22,BHARTIYA JANTA PARTY,1000
12689,18-Nov-22,BHARTIYA JANTA PARTY,10000
12690,18-Nov-22,BHARTIYA JANTA PARTY,10000
12691,18-Nov-22,BHARTIYA JANTA PARTY,10000
12692,18-Nov-22,BHARTIYA JANTA PARTY,100000
12693,18-Nov-22,BHARTIYA JANTA PARTY,100000
12694,18-Nov-22,BHARTIYA JANTA PARTY,100000
12695,18-Nov-22,BHARTIYA JANTA PARTY,10000
12696,18-Nov-22,BHARTIYA JANTA PARTY,10000
12697,18-Nov-22,BHARTIYA JANTA PARTY,100000
12698,18-Nov-22,BHARTIYA JANTA PARTY,10000
12699,18-Nov-22,BHARTIYA JANTA PARTY,100000
12700,18-Nov-22,BHARTIYA JANTA PARTY,100000
12701,18-Nov-22,BHARTIYA JANTA PARTY,10000
12702,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12703,18-Nov-22,BHARTIYA JANTA PARTY,100000
12704,18-Nov-22,BHARTIYA JANTA PARTY,100000
12705,18-Nov-22,BHARTIYA JANTA PARTY,1000
12706,18-Nov-22,BHARTIYA JANTA PARTY,100000
12707,18-Nov-22,BHARTIYA JANTA PARTY,100000
12708,18-Nov-22,BHARTIYA JANTA PARTY,10000
12709,18-Nov-22,BHARTIYA JANTA PARTY,1000
12710,18-Nov-22,BHARTIYA JANTA PARTY,10000
12711,18-Nov-22,BHARTIYA JANTA PARTY,1000
12712,18-Nov-22,BHARTIYA JANTA PARTY,100000
12713,18-Nov-22,BHARTIYA JANTA PARTY,1000
12714,18-Nov-22,BHARTIYA JANTA PARTY,1000000
12715,18-Nov-22,BHARTIYA JANTA PARTY,100000
12716,18-Nov-22,BHARTIYA JANTA PARTY,10000
12717,18-Nov-22,BHARTIYA JANTA PARTY,100000
12718,18-Nov-22,BHARTIYA JANTA PARTY,10000
12719,18-Nov-22,BHARTIYA JANTA PARTY,100000
12720,18-Nov-22,BHARTIYA JANTA PARTY,100000
12721,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12722,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12723,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12724,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12725,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12726,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12727,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12728,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12729,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12730,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12731,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12732,18-Nov-22,BHARTIYA JANTA PARTY,100000
12733,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12734,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12735,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12736,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12737,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12738,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12739,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12740,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12741,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12742,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12743,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12744,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12745,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12746,18-Nov-22,BHARTIYA JANTA PARTY,10000000
12747,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12748,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
